service,course_id,group_id,person_id,name,email,type,topic_id,timestamp,year,month,day,hour,min,sec,SUCCESS,WARNING,FAILURE,ERROR,INFO,TIMEOUT
Code,1,1,a0348272,Rayleb Darlto,rayleb.darlto@unet.univie.ac.at,student,405,1276941878,2010,June,19,12,4,38,1,2,0,0,0,0
Code,1,1,a0348292,Rael Charya,rael.charya@unet.univie.ac.at,student,100,1277488257,2010,June,25,19,50,57,0,1,0,1,0,0
Code,1,1,a0348292,Rael Charya,rael.charya@unet.univie.ac.at,student,100,1276105634,2010,June,9,19,47,14,0,0,1,0,0,0
Code,1,1,a0348292,Rael Charya,rael.charya@unet.univie.ac.at,student,100,1277207511,2010,June,22,13,51,51,0,1,0,1,0,0
Code,1,1,a0348292,Rael Charya,rael.charya@unet.univie.ac.at,student,100,1277118989,2010,June,21,13,16,29,0,2,0,1,0,0
Code,1,1,a0348292,Rael Charya,rael.charya@unet.univie.ac.at,student,100,1277208915,2010,June,22,14,15,15,0,1,0,1,0,0
Code,1,1,a0348292,Rael Charya,rael.charya@unet.univie.ac.at,student,100,1276103629,2010,June,9,19,13,49,0,0,1,0,0,0
Code,1,1,a0348292,Rael Charya,rael.charya@unet.univie.ac.at,student,100,1276100529,2010,June,9,18,22,9,0,0,1,0,0,0
Code,1,1,a0348292,Rael Charya,rael.charya@unet.univie.ac.at,student,100,1277079305,2010,June,21,2,15,5,0,0,1,0,0,0
Code,1,1,a0348292,Rael Charya,rael.charya@unet.univie.ac.at,student,100,1277086070,2010,June,21,4,7,50,0,2,0,1,0,0
Code,1,1,a0348292,Rael Charya,rael.charya@unet.univie.ac.at,student,100,1277086621,2010,June,21,4,17,1,0,2,0,1,0,0
Code,1,1,a0348292,Rael Charya,rael.charya@unet.univie.ac.at,student,100,1276101446,2010,June,9,18,37,26,0,0,1,0,0,0
Code,1,1,a0348292,Rael Charya,rael.charya@unet.univie.ac.at,student,100,1277116848,2010,June,21,12,40,48,0,2,0,1,0,0
Code,1,1,a0348292,Rael Charya,rael.charya@unet.univie.ac.at,student,100,1277083777,2010,June,21,3,29,37,0,0,1,0,0,0
Code,1,1,a0348292,Rael Charya,rael.charya@unet.univie.ac.at,student,100,1276274440,2010,June,11,18,40,40,0,0,1,0,0,0
Code,1,1,a0348292,Rael Charya,rael.charya@unet.univie.ac.at,student,100,1277496103,2010,June,25,22,1,43,0,1,0,1,0,0
Code,1,1,a0348292,Rael Charya,rael.charya@unet.univie.ac.at,student,100,1277156203,2010,June,21,23,36,43,0,2,0,1,0,0
Code,1,1,a0348292,Rael Charya,rael.charya@unet.univie.ac.at,student,100,1277208451,2010,June,22,14,7,31,0,1,0,1,0,0
Code,1,1,a0348292,Rael Charya,rael.charya@unet.univie.ac.at,student,100,1276102087,2010,June,9,18,48,7,0,0,1,0,0,0
Code,1,1,a0348292,Rael Charya,rael.charya@unet.univie.ac.at,student,100,1276106281,2010,June,9,19,58,1,0,2,0,1,0,0
Code,1,1,a0348292,Rael Charya,rael.charya@unet.univie.ac.at,student,100,1276116512,2010,June,9,22,48,32,0,0,1,0,0,0
Code,1,1,a0348292,Rael Charya,rael.charya@unet.univie.ac.at,student,100,1277118751,2010,June,21,13,12,31,0,2,0,1,0,0
Code,1,1,a0348292,Rael Charya,rael.charya@unet.univie.ac.at,student,100,1277083601,2010,June,21,3,26,41,0,0,1,0,0,0
Code,1,1,a0348292,Rael Charya,rael.charya@unet.univie.ac.at,student,100,1277248387,2010,June,23,1,13,7,0,2,0,1,0,0
Code,1,1,a0348292,Rael Charya,rael.charya@unet.univie.ac.at,student,100,1277156092,2010,June,21,23,34,52,0,2,0,1,0,0
Code,1,1,a0348292,Rael Charya,rael.charya@unet.univie.ac.at,student,100,1277079198,2010,June,21,2,13,18,0,0,1,0,0,0
Code,1,1,a0348292,Rael Charya,rael.charya@unet.univie.ac.at,student,100,1276105389,2010,June,9,19,43,9,0,0,1,0,0,0
Code,1,1,a0348292,Rael Charya,rael.charya@unet.univie.ac.at,student,100,1277084087,2010,June,21,3,34,47,0,0,1,0,0,0
Code,1,1,a0348292,Rael Charya,rael.charya@unet.univie.ac.at,student,100,1277160182,2010,June,22,0,43,2,0,1,0,1,0,0
Code,1,1,a0348292,Rael Charya,rael.charya@unet.univie.ac.at,student,100,1277084252,2010,June,21,3,37,32,0,2,0,1,0,0
Code,1,1,a0348292,Rael Charya,rael.charya@unet.univie.ac.at,student,100,1277205719,2010,June,22,13,21,59,0,1,0,1,0,0
Code,1,1,a0348292,Rael Charya,rael.charya@unet.univie.ac.at,student,100,1277079694,2010,June,21,2,21,34,0,2,0,1,0,0
Code,1,1,a0348292,Rael Charya,rael.charya@unet.univie.ac.at,student,100,1277156157,2010,June,21,23,35,57,0,2,0,1,0,0
Code,1,1,a0348292,Rael Charya,rael.charya@unet.univie.ac.at,student,100,1277209815,2010,June,22,14,30,15,0,1,0,1,0,0
Code,1,1,a0348292,Rael Charya,rael.charya@unet.univie.ac.at,student,100,1277083077,2010,June,21,3,17,57,0,0,1,0,0,0
Code,1,1,a0348292,Rael Charya,rael.charya@unet.univie.ac.at,student,100,1276175383,2010,June,10,15,9,43,1,0,0,0,0,0
Code,1,1,a0348292,Rael Charya,rael.charya@unet.univie.ac.at,student,100,1276111092,2010,June,9,21,18,12,0,0,1,0,0,0
Code,1,1,a0348292,Rael Charya,rael.charya@unet.univie.ac.at,student,100,1277084477,2010,June,21,3,41,17,0,2,0,1,0,0
Code,1,1,a0348292,Rael Charya,rael.charya@unet.univie.ac.at,student,100,1276273798,2010,June,11,18,29,58,0,0,1,0,0,0
Code,1,1,a0348292,Rael Charya,rael.charya@unet.univie.ac.at,student,100,1277085687,2010,June,21,4,1,27,0,2,0,1,0,0
Code,1,1,a0348292,Rael Charya,rael.charya@unet.univie.ac.at,student,100,1277162941,2010,June,22,1,29,1,0,1,0,1,0,0
Code,1,1,a0348292,Rael Charya,rael.charya@unet.univie.ac.at,student,100,1277086224,2010,June,21,4,10,24,0,2,0,1,0,0
Code,1,1,a0348292,Rael Charya,rael.charya@unet.univie.ac.at,student,100,1277082992,2010,June,21,3,16,32,0,0,1,0,0,0
Code,1,1,a0348292,Rael Charya,rael.charya@unet.univie.ac.at,student,100,1277153578,2010,June,21,22,52,58,0,2,0,1,0,0
Code,1,1,a0348292,Rael Charya,rael.charya@unet.univie.ac.at,student,100,1276105022,2010,June,9,19,37,2,0,0,1,0,0,0
Code,1,1,a0348292,Rael Charya,rael.charya@unet.univie.ac.at,student,100,1277083926,2010,June,21,3,32,6,0,0,1,0,0,0
Code,1,1,a0348292,Rael Charya,rael.charya@unet.univie.ac.at,student,100,1277089492,2010,June,21,5,4,52,0,2,0,1,0,0
Code,1,1,a0348292,Rael Charya,rael.charya@unet.univie.ac.at,student,100,1277086813,2010,June,21,4,20,13,0,2,0,1,0,0
Code,1,1,a0348292,Rael Charya,rael.charya@unet.univie.ac.at,student,100,1277083396,2010,June,21,3,23,16,0,0,1,0,0,0
Code,1,1,a0348292,Rael Charya,rael.charya@unet.univie.ac.at,student,100,1277152126,2010,June,21,22,28,46,0,2,0,1,0,0
Code,1,1,a0348292,Rael Charya,rael.charya@unet.univie.ac.at,student,100,1277163068,2010,June,22,1,31,8,0,1,0,1,0,0
Code,1,1,a0348292,Rael Charya,rael.charya@unet.univie.ac.at,student,100,1277084687,2010,June,21,3,44,47,0,2,0,1,0,0
Code,1,1,a0348292,Rael Charya,rael.charya@unet.univie.ac.at,student,100,1277079486,2010,June,21,2,18,6,0,0,1,0,0,0
Code,1,1,a0348292,Rael Charya,rael.charya@unet.univie.ac.at,student,100,1276105747,2010,June,9,19,49,7,0,1,1,0,0,0
Code,1,1,a0348292,Rael Charya,rael.charya@unet.univie.ac.at,student,100,1277085436,2010,June,21,3,57,16,0,2,0,1,0,0
Code,1,1,a0348292,Rael Charya,rael.charya@unet.univie.ac.at,student,100,1277215873,2010,June,22,16,11,13,0,2,0,1,0,0
Code,1,1,a0348292,Rael Charya,rael.charya@unet.univie.ac.at,student,100,1276104383,2010,June,9,19,26,23,0,0,1,0,0,0
Code,1,1,a0348292,Rael Charya,rael.charya@unet.univie.ac.at,student,100,1277087348,2010,June,21,4,29,8,0,2,0,1,0,0
Code,1,1,a0348292,Rael Charya,rael.charya@unet.univie.ac.at,student,100,1277157723,2010,June,22,0,2,3,0,2,0,1,0,0
Code,1,1,a0348292,Rael Charya,rael.charya@unet.univie.ac.at,student,100,1277079392,2010,June,21,2,16,32,0,0,1,0,0,0
Code,1,1,a0348292,Rael Charya,rael.charya@unet.univie.ac.at,student,100,1276104696,2010,June,9,19,31,36,0,0,1,0,0,0
Code,1,1,a0348292,Rael Charya,rael.charya@unet.univie.ac.at,student,100,1276104958,2010,June,9,19,35,58,0,0,1,0,0,0
Code,1,1,a0349293,Jonike Charlogan,jonike.charlogan@unet.univie.ac.at,student,307,1275310522,2010,May,31,14,55,22,0,2,0,1,0,0
Code,1,1,a0361271,Sticar Jefabian,sticar.jefabian@unet.univie.ac.at,student,,,,,,,,,,,,,,
Code,1,1,a0400378,Ric Blarc,ric.blarc@unet.univie.ac.at,student,,,,,,,,,,,,,,
Code,1,1,a0411615,Guie Kustonehe,guie.kustonehe@unet.univie.ac.at,student,,,,,,,,,,,,,,
Code,1,1,a0411651,Keam Jaistin,keam.jaistin@gmail.com,student,,,,,,,,,,,,,,
Code,1,1,a0427401,Nar Chanuelin,nar.chanuelin@unet.univie.ac.at,student,,,,,,,,,,,,,,
Code,1,1,a0448711,Omario Karmo,omario.karmo@unet.univie.ac.at,student,,,,,,,,,,,,,,
Code,1,1,a0500549,Jamir Justo,jamir.justo@unet.univie.ac.at,student,100,1276032124,2010,June,8,23,22,4,1,2,0,0,0,0
Code,1,1,a0500549,Jamir Justo,jamir.justo@unet.univie.ac.at,student,100,1276025969,2010,June,8,21,39,29,1,2,0,0,0,0
Code,1,1,a0500549,Jamir Justo,jamir.justo@unet.univie.ac.at,student,100,1276027029,2010,June,8,21,57,9,1,2,0,0,0,0
Code,1,1,a0500549,Jamir Justo,jamir.justo@unet.univie.ac.at,student,100,1276112644,2010,June,9,21,44,4,1,2,0,0,0,0
Code,1,1,a0500549,Jamir Justo,jamir.justo@unet.univie.ac.at,student,100,1275747980,2010,June,5,16,26,20,0,2,0,1,0,0
Code,1,1,a0500549,Jamir Justo,jamir.justo@unet.univie.ac.at,student,100,1275741601,2010,June,5,14,40,1,0,2,0,1,0,0
Code,1,1,a0500549,Jamir Justo,jamir.justo@unet.univie.ac.at,student,100,1275202753,2010,May,30,8,59,13,1,2,0,0,0,0
Code,1,1,a0500549,Jamir Justo,jamir.justo@unet.univie.ac.at,student,100,1276025821,2010,June,8,21,37,1,0,2,0,1,0,0
Code,1,1,a0500549,Jamir Justo,jamir.justo@unet.univie.ac.at,student,100,1275743049,2010,June,5,15,4,9,1,2,0,0,0,0
Code,1,1,a0500549,Jamir Justo,jamir.justo@unet.univie.ac.at,student,100,1276026961,2010,June,8,21,56,1,1,2,0,0,0,0
Code,1,1,a0500549,Jamir Justo,jamir.justo@unet.univie.ac.at,student,100,1276025273,2010,June,8,21,27,53,0,2,0,1,0,0
Code,1,1,a0500549,Jamir Justo,jamir.justo@unet.univie.ac.at,student,100,1276030096,2010,June,8,22,48,16,1,1,0,0,0,0
Code,1,1,a0500549,Jamir Justo,jamir.justo@unet.univie.ac.at,student,100,1276026236,2010,June,8,21,43,56,1,2,0,0,0,0
Code,1,1,a0500549,Jamir Justo,jamir.justo@unet.univie.ac.at,student,100,1274627447,2010,May,23,17,10,47,1,2,0,0,0,0
Code,1,1,a0500549,Jamir Justo,jamir.justo@unet.univie.ac.at,student,100,1275747916,2010,June,5,16,25,16,1,2,0,0,0,0
Code,1,1,a0500549,Jamir Justo,jamir.justo@unet.univie.ac.at,student,100,1276110912,2010,June,9,21,15,12,1,2,0,0,0,0
Code,1,1,a0500549,Jamir Justo,jamir.justo@unet.univie.ac.at,student,100,1275748351,2010,June,5,16,32,31,1,2,0,0,0,0
Code,1,1,a0500549,Jamir Justo,jamir.justo@unet.univie.ac.at,student,100,1275746975,2010,June,5,16,9,35,0,1,1,0,0,0
Code,1,1,a0500549,Jamir Justo,jamir.justo@unet.univie.ac.at,student,100,1276094646,2010,June,9,16,44,6,1,2,0,0,0,0
Code,1,1,a0500549,Jamir Justo,jamir.justo@unet.univie.ac.at,student,100,1276029949,2010,June,8,22,45,49,1,2,0,0,0,0
Code,1,1,a0500549,Jamir Justo,jamir.justo@unet.univie.ac.at,student,100,1276025178,2010,June,8,21,26,18,0,2,0,1,0,0
Code,1,1,a0500549,Jamir Justo,jamir.justo@unet.univie.ac.at,student,100,1274827537,2010,May,26,0,45,37,1,2,0,0,0,0
Code,1,1,a0500549,Jamir Justo,jamir.justo@unet.univie.ac.at,student,100,1275444444,2010,June,2,4,7,24,1,2,0,0,0,0
Code,1,1,a0500549,Jamir Justo,jamir.justo@unet.univie.ac.at,student,100,1276103178,2010,June,9,19,6,18,1,2,0,0,0,0
Code,1,1,a0500549,Jamir Justo,jamir.justo@unet.univie.ac.at,student,100,1275688897,2010,June,5,0,1,37,1,2,0,0,0,0
Code,1,1,a0500549,Jamir Justo,jamir.justo@unet.univie.ac.at,student,100,1274544352,2010,May,22,18,5,52,1,2,0,0,0,0
Code,1,1,a0500549,Jamir Justo,jamir.justo@unet.univie.ac.at,student,100,1275741703,2010,June,5,14,41,43,1,2,0,0,0,0
Code,1,1,a0500549,Jamir Justo,jamir.justo@unet.univie.ac.at,student,100,1275747684,2010,June,5,16,21,24,1,2,0,0,0,0
Code,1,1,a0500549,Jamir Justo,jamir.justo@unet.univie.ac.at,student,100,1276092706,2010,June,9,16,11,46,1,2,0,0,0,0
Code,1,1,a0500549,Jamir Justo,jamir.justo@unet.univie.ac.at,student,100,1276094819,2010,June,9,16,46,59,1,2,0,0,0,0
Code,1,1,a0500549,Jamir Justo,jamir.justo@unet.univie.ac.at,student,100,1276114975,2010,June,9,22,22,55,1,1,0,0,0,0
Code,1,1,a0500549,Jamir Justo,jamir.justo@unet.univie.ac.at,student,100,1276026744,2010,June,8,21,52,24,1,2,0,0,0,0
Code,1,1,a0500549,Jamir Justo,jamir.justo@unet.univie.ac.at,student,100,1276112575,2010,June,9,21,42,55,1,2,0,0,0,0
Code,1,1,a0504661,Sane Zavon,sane.zavon@unet.univie.ac.at,student,605,1274340666,2010,May,20,9,31,6,0,2,0,2,0,0
Code,1,1,a0504661,Sane Zavon,sane.zavon@unet.univie.ac.at,student,605,1274775512,2010,May,25,10,18,32,0,0,1,0,0,0
Code,1,1,a0504661,Sane Zavon,sane.zavon@unet.univie.ac.at,student,605,1274772004,2010,May,25,9,20,4,1,1,0,0,0,0
Code,1,1,a0504661,Sane Zavon,sane.zavon@unet.univie.ac.at,student,605,1276611032,2010,June,15,16,10,32,0,1,0,1,0,0
Code,1,1,a0504661,Sane Zavon,sane.zavon@unet.univie.ac.at,student,605,1274632096,2010,May,23,18,28,16,0,2,0,1,0,0
Code,1,1,a0504661,Sane Zavon,sane.zavon@unet.univie.ac.at,student,605,1274340801,2010,May,20,9,33,21,1,2,0,0,0,0
Code,1,1,a0504661,Sane Zavon,sane.zavon@unet.univie.ac.at,student,605,1274635848,2010,May,23,19,30,48,0,2,0,2,0,0
Code,1,1,a0504661,Sane Zavon,sane.zavon@unet.univie.ac.at,student,605,1274632357,2010,May,23,18,32,37,1,1,0,0,0,0
Code,1,1,a0504661,Sane Zavon,sane.zavon@unet.univie.ac.at,student,605,1274438112,2010,May,21,12,35,12,0,2,0,1,0,0
Code,1,1,a0504661,Sane Zavon,sane.zavon@unet.univie.ac.at,student,605,1274770375,2010,May,25,8,52,55,1,1,0,0,0,0
Code,1,1,a0504661,Sane Zavon,sane.zavon@unet.univie.ac.at,student,605,1276610805,2010,June,15,16,6,45,1,1,0,0,0,0
Code,1,1,a0504661,Sane Zavon,sane.zavon@unet.univie.ac.at,student,605,1276611309,2010,June,15,16,15,9,1,0,0,0,0,0
Code,1,1,a0504661,Sane Zavon,sane.zavon@unet.univie.ac.at,student,605,1274776591,2010,May,25,10,36,31,1,0,0,0,0,0
Code,1,1,a0504661,Sane Zavon,sane.zavon@unet.univie.ac.at,student,605,1274770094,2010,May,25,8,48,14,0,1,0,2,0,0
Code,1,1,a0504661,Sane Zavon,sane.zavon@unet.univie.ac.at,student,605,1274635582,2010,May,23,19,26,22,0,2,0,2,0,0
Code,1,1,a0504661,Sane Zavon,sane.zavon@unet.univie.ac.at,student,605,1274775846,2010,May,25,10,24,6,0,0,1,0,0,0
Code,1,1,a0504661,Sane Zavon,sane.zavon@unet.univie.ac.at,student,605,1274699432,2010,May,24,13,10,32,0,0,1,0,0,0
Code,1,1,a0504661,Sane Zavon,sane.zavon@unet.univie.ac.at,student,605,1274771007,2010,May,25,9,3,27,1,1,0,0,0,0
Code,1,1,a0504661,Sane Zavon,sane.zavon@unet.univie.ac.at,student,605,1274698679,2010,May,24,12,57,59,0,1,0,2,0,0
Code,1,1,a0504661,Sane Zavon,sane.zavon@unet.univie.ac.at,student,605,1274698836,2010,May,24,13,0,36,1,1,0,0,0,0
Code,1,1,a0504661,Sane Zavon,sane.zavon@unet.univie.ac.at,student,605,1274776015,2010,May,25,10,26,55,0,0,1,0,0,0
Code,1,1,a0504661,Sane Zavon,sane.zavon@unet.univie.ac.at,student,605,1274440487,2010,May,21,13,14,47,0,2,0,1,0,0
Code,1,1,a0504661,Sane Zavon,sane.zavon@unet.univie.ac.at,student,605,1274438673,2010,May,21,12,44,33,0,2,0,1,0,0
Code,1,1,a0504661,Sane Zavon,sane.zavon@unet.univie.ac.at,student,605,1274438495,2010,May,21,12,41,35,0,2,0,2,0,0
Code,1,1,a0504661,Sane Zavon,sane.zavon@unet.univie.ac.at,student,605,1274340217,2010,May,20,9,23,37,0,2,0,2,0,0
Code,1,1,a0504661,Sane Zavon,sane.zavon@unet.univie.ac.at,student,605,1276610635,2010,June,15,16,3,55,0,1,1,0,0,0
Code,1,1,a0506883,Jashan Jadie,jashan.jadie@unet.univie.ac.at,student,,,,,,,,,,,,,,
Code,1,1,a0525137,Auberl Jahil,auberl.jahil@unet.univie.ac.at,student,,,,,,,,,,,,,,
Code,1,1,a0547047,Maxim Calvick,maxim.calvick@unet.univie.ac.at,student,507,1275216357,2010,May,30,12,45,57,0,0,1,0,0,0
Code,1,1,a0547047,Maxim Calvick,maxim.calvick@unet.univie.ac.at,student,507,1275222770,2010,May,30,14,32,50,0,0,1,0,0,0
Code,1,1,a0547047,Maxim Calvick,maxim.calvick@unet.univie.ac.at,student,507,1275217188,2010,May,30,12,59,48,1,1,0,0,0,0
Code,1,1,a0547047,Maxim Calvick,maxim.calvick@unet.univie.ac.at,student,507,1275222802,2010,May,30,14,33,22,1,0,0,0,0,0
Code,1,1,a0547047,Maxim Calvick,maxim.calvick@unet.univie.ac.at,student,507,1275217263,2010,May,30,13,1,3,1,1,0,0,0,0
Code,1,1,a0547047,Maxim Calvick,maxim.calvick@unet.univie.ac.at,student,507,1275217034,2010,May,30,12,57,14,0,2,0,2,0,0
Code,1,1,a0547047,Maxim Calvick,maxim.calvick@unet.univie.ac.at,student,507,1275216589,2010,May,30,12,49,49,0,0,1,0,0,0
Code,1,1,a0547047,Maxim Calvick,maxim.calvick@unet.univie.ac.at,student,507,1275216472,2010,May,30,12,47,52,0,0,1,0,0,0
Code,1,1,a0547047,Maxim Calvick,maxim.calvick@unet.univie.ac.at,student,507,1275216234,2010,May,30,12,43,54,0,0,1,0,0,0
Code,1,1,a0547047,Maxim Calvick,maxim.calvick@unet.univie.ac.at,student,507,1275222736,2010,May,30,14,32,16,0,0,1,0,0,0
Code,1,1,a0547047,Maxim Calvick,maxim.calvick@unet.univie.ac.at,student,507,1275216194,2010,May,30,12,43,14,0,0,1,0,0,0
Code,1,1,a0547047,Maxim Calvick,maxim.calvick@unet.univie.ac.at,student,507,1275216815,2010,May,30,12,53,35,0,2,0,2,0,0
Code,1,1,a0547157,Jonze Jeffin,jonze.jeffin@unet.univie.ac.at,student,505,1274977049,2010,May,27,18,17,29,1,2,0,0,0,0
Code,1,1,a0547157,Jonze Jeffin,jonze.jeffin@unet.univie.ac.at,student,505,1274902294,2010,May,26,21,31,34,0,2,0,1,0,0
Code,1,1,a0547157,Jonze Jeffin,jonze.jeffin@unet.univie.ac.at,student,505,1274797118,2010,May,25,16,18,38,0,1,0,1,0,0
Code,1,1,a0547157,Jonze Jeffin,jonze.jeffin@unet.univie.ac.at,student,505,1274824226,2010,May,25,23,50,26,0,2,0,1,0,0
Code,1,1,a0547157,Jonze Jeffin,jonze.jeffin@unet.univie.ac.at,student,505,1274825314,2010,May,26,0,8,34,0,2,0,1,0,0
Code,1,1,a0547157,Jonze Jeffin,jonze.jeffin@unet.univie.ac.at,student,505,1274877204,2010,May,26,14,33,24,1,1,0,0,0,0
Code,1,1,a0547157,Jonze Jeffin,jonze.jeffin@unet.univie.ac.at,student,505,1274876405,2010,May,26,14,20,5,0,0,1,0,0,0
