service,course_id,group_id,person_id,name,email
Forum,112,4,a0625075,Trett Jarry,trett.jarry@unet.univie.ac.at
Forum,112,4,a0648196,Win Mathan,win.mathan@unet.univie.ac.at
Forum,112,4,a0653243,Jon Kadeorgan,jon.kadeorgan@hotmail.com
Forum,112,4,a0705121,Sefane Patharyce,sefane.patharyce@hotmail.com
Forum,112,4,a0727910,Griam Alvingeod,griam.alvingeod@unet.univie.ac.at
Forum,112,4,a0747278,Ayandy Justephol,ayandy.justephol@unet.univie.ac.at
Forum,112,4,a0808915,Tor Javen,tor.javen@gmail.com
Forum,112,4,a0846739,Mill Marreemma,mill.marreemma@unet.univie.ac.at
Forum,112,4,a0846867,Sea Sagustani,sea.sagustani@unet.univie.ac.at
Forum,112,4,a0847908,Jahil Lukey,jahil.lukey@unet.univie.ac.at
